,ID_transaccion,Rut,Fecha,Monto,Local
55,22058,18025515,2020-01-11 01:31:33.519798357,84858,L14
56,11653,18025515,2020-01-10 08:49:33.900317099,24452,L13
57,19779,18036316,2020-01-07 19:24:51.340759411,29195,L12
58,19042,18036316,2020-01-04 09:54:39.778843808,65087,L17
59,18267,18036316,2020-01-11 10:10:35.173591348,48308,L14
60,19557,18036316,2020-01-07 16:45:09.293438491,66446,L1
61,18404,18036316,2020-01-10 09:29:29.412147329,11821,L2
62,14229,18036316,2020-01-10 15:30:06.293194568,12936,L3
63,11761,18036316,2020-01-07 08:33:10.405724042,33848,L17
64,13462,18036316,2020-01-07 04:27:10.961866818,26642,L11
65,19252,18036316,2020-01-02 00:30:47.564842670,18418,L9
66,21136,18036316,2020-01-03 11:49:24.240995202,34879,L11
67,15465,18036316,2020-01-11 06:03:18.455158956,12777,L8
68,12896,18053965,2020-01-09 12:11:53.033579965,54161,L3
69,21422,18053965,2020-01-11 16:24:04.800390275,6632,L10
70,12697,18053965,2020-01-06 06:00:01.756240344,8531,L10
71,21937,18053965,2020-01-03 22:07:36.037076185,59551,L3
72,21215,18053965,2020-01-02 19:46:02.858769005,53446,L7
73,11983,18053965,2020-01-01 16:53:35.090657777,60328,L5
74,16209,18053965,2020-01-09 01:57:33.061224489,6253,L10
75,19417,18053965,2020-01-03 12:21:36.105374420,44093,L8
76,19879,18053965,2020-01-11 01:18:40.774046670,9472,L15
77,11102,18053965,2020-01-09 02:22:01.278152695,85070,L7
78,17367,18055211,2020-01-01 00:21:53.667777868,49806,L8
79,15464,18055211,2020-01-09 10:39:09.264167818,62195,L9
80,15745,18055211,2020-01-03 14:48:25.406943653,71103,L11
81,20484,18055211,2020-01-04 00:31:50.789495080,51342,L4
82,11669,18055211,2020-01-05 14:32:44.062118871,81283,L7
83,12300,18055211,2020-01-10 03:45:37.100577282,1868,L11
84,11463,18055211,2020-01-09 15:07:02.375802910,88286,L11
85,18636,18055211,2020-01-04 23:19:36.388324254,36660,L1
86,21223,18055211,2020-01-11 12:37:24.475160582,41820,L6
87,14447,18055211,2020-01-07 17:18:38.432392877,11548,L12
88,20279,18055211,2020-01-11 00:16:51.594438572,70128,L4
89,20582,18055211,2020-01-11 18:26:25.885031303,87239,L8
90,18499,18055211,2020-01-02 23:48:10.478900723,55725,L3
91,13833,18055211,2020-01-11 01:08:22.577445320,41552,L4
92,22075,18059616,2020-01-09 10:32:42.891291975,57180,L11
93,21657,18059616,2020-01-05 04:44:09.581266769,39672,L6
94,12031,18059616,2020-01-11 21:31:53.423855598,79001,L14
95,18422,18059616,2020-01-03 15:34:47.291649727,86961,L15
96,19819,18059616,2020-01-10 13:00:42.442474998,12597,L10
97,11121,18059616,2020-01-06 09:15:47.491665989,37489,L15
98,10396,18059616,2020-01-10 16:58:58.238881209,50865,L13
99,16814,18059616,2020-01-06 03:33:12.454671111,52434,L12
100,11109,18059616,2020-01-01 07:23:02.453858037,18392,L1
101,11081,18059616,2020-01-10 21:48:45.018294170,33530,L6
102,18293,18059616,2020-01-10 10:21:00.395154077,72761,L12
103,15325,18059616,2020-01-05 16:47:57.892511586,6930,L8
104,21943,18059616,2020-01-04 18:37:33.256362305,15706,L17
105,21827,18059616,2020-01-01 09:04:47.145296365,17671,L10
106,14854,18061371,2020-01-03 11:51:58.790145540,18533,L9
107,21227,18061371,2020-01-06 13:24:21.484673550,85113,L6
108,18018,18061371,2020-01-03 18:11:54.789820310,8825,L9
109,11089,18061371,2020-01-10 02:10:18.782014798,53442,L11
110,17441,18061371,2020-01-11 17:07:52.135946011,70722,L14
111,17353,18061371,2020-01-01 10:37:30.914708512,2035,L7
112,15521,18061371,2020-01-01 03:41:31.226929018,11384,L6
113,10377,18061371,2020-01-06 01:03:48.603951540,67102,L17
114,12276,18061371,2020-01-11 22:42:43.525489877,72217,L5
115,18978,18061371,2020-01-06 08:42:18.352711602,16065,L7
116,15244,18061371,2020-01-06 03:08:44.237742905,42319,L9
117,11275,18061371,2020-01-03 04:18:38.139686153,85549,L16
118,10069,18061371,2020-01-07 04:14:18.216115131,38998,L1
119,21663,18061371,2020-01-01 18:23:44.310919586,60465,L7
120,10093,18061371,2020-01-01 21:30:29.124319050,22397,L6
121,17462,18061371,2020-01-08 01:58:57.360761037,30297,L3
122,21823,18062447,2020-01-03 04:34:05.434588177,68166,L11
123,19121,18062447,2020-01-05 19:34:06.312708350,64845,L11
124,21546,18062447,2020-01-04 02:40:38.247011952,52506,L12
125,19500,18062447,2020-01-02 19:51:11.957069680,36346,L5
126,10535,18062447,2020-01-05 14:37:53.160419546,44409,L2
127,16894,18062447,2020-01-01 05:56:45.057321733,21481,L14
128,14909,18062447,2020-01-09 01:45:57.590047971,85727,L12
129,20307,18062447,2020-01-10 20:53:22.211561915,82419,L15
130,15516,18062447,2020-01-04 13:15:34.612570127,45265,L14
131,12920,18062447,2020-01-10 20:41:46.740385397,54203,L8
132,16503,18062447,2020-01-09 23:52:30.402471745,50251,L8
133,10439,18062447,2020-01-01 17:25:46.955036994,65799,L4
134,15331,18062447,2020-01-11 01:44:26.265550044,36451,L11
135,18204,18062447,2020-01-04 04:33:58.409626798,38374,L1
136,16553,18062447,2020-01-02 11:35:21.245629726,88753,L1
137,12371,18062447,2020-01-04 20:37:19.791852996,24996,L2
138,19921,18062447,2020-01-02 04:58:40.676477762,69193,L15
139,13533,18062447,2020-01-08 05:25:01.292788031,34469,L9
140,22045,18062447,2020-01-11 07:28:18.577120091,74038,L2
141,11888,18062447,2020-01-09 13:52:20.450443125,53248,L10
142,10099,18062447,2020-01-05 04:59:36.876168794,41878,L6
143,12184,18068128,2020-01-10 07:32:17.425806976,39774,L6
144,14355,18068128,2020-01-05 10:29:19.167411984,53732,L11
145,16175,18068128,2020-01-09 22:50:41.222863647,60030,L12
146,21328,18068128,2020-01-08 07:04:11.435076022,84149,L11
147,21112,18068128,2020-01-10 00:13:06.795674445,66479,L14
148,15929,18068128,2020-01-02 00:12:45.720790308,19056,L9
149,13758,18068128,2020-01-04 22:12:38.110415480,40416,L10
150,19981,18068128,2020-01-01 15:27:17.694121473,86932,L15
151,17890,18068128,2020-01-03 12:26:45.203675095,11110,L14
152,13030,18068128,2020-01-04 18:50:26.002113993,46164,L10
153,17174,18068128,2020-01-04 20:02:33.378323440,65768,L3
154,16556,18068128,2020-01-07 13:39:41.754614196,4411,L17
155,21270,18068128,2020-01-06 13:03:45.091470851,27381,L2
156,20117,18072735,2020-01-05 02:54:41.242377429,74105,L15
157,17464,18072735,2020-01-02 02:26:42.276607854,79995,L6
158,12866,18072735,2020-01-10 08:34:06.605415074,83080,L7
159,10357,18072735,2020-01-10 04:57:44.476786730,89055,L13
160,17082,18072735,2020-01-04 09:36:37.934791446,47752,L12
161,12381,18072735,2020-01-01 01:13:24.650784616,37471,L9
162,10234,18072735,2020-01-08 04:50:14.879258476,25950,L1
163,14016,18072735,2020-01-06 10:30:29.417025774,72879,L14
164,11517,18072735,2020-01-07 18:05:00.317098951,57434,L3
165,16391,18072735,2020-01-09 23:31:54.009269046,81489,L7
166,20441,18072735,2020-01-04 22:10:03.561265143,54673,L11
167,13811,18072735,2020-01-05 21:54:29.241401740,49582,L15
168,10914,18072735,2020-01-10 20:32:45.818359216,46389,L5
169,19773,18072735,2020-01-01 12:54:02.019676396,74290,L8
170,20976,18072735,2020-01-02 10:28:22.967720952,74284,L16
171,21699,18072735,2020-01-08 17:49:25.997235547,32355,L13
172,13471,18072935,2020-01-11 10:58:14.332872591,86313,L10
173,13032,18072935,2020-01-11 04:40:52.882348158,65534,L16
174,20743,18072935,2020-01-11 09:56:25.153264493,79176,L10
175,13555,18072935,2020-01-09 04:47:33.305146759,65490,L13
176,15775,18072935,2020-01-09 20:04:32.802666883,73535,L3
177,20167,18072935,2020-01-05 13:02:34.841857061,59355,L5
178,10928,18072935,2020-01-04 09:07:00.619562566,76110,L8
179,18027,18072935,2020-01-01 08:39:01.653792991,7861,L14
180,22271,18072935,2020-01-09 15:18:37.846979429,68599,L14
181,11891,18081997,2020-01-04 10:07:32.524595495,64643,L10
182,16405,18081997,2020-01-06 21:22:10.352061143,18357,L3
183,18226,18081997,2020-01-11 14:04:59.146272054,11000,L13
184,14204,18081997,2020-01-03 17:31:59.277990080,74923,L14
185,12370,18081997,2020-01-10 08:57:17.547768111,84553,L14
186,19024,18081997,2020-01-03 07:00:54.736157411,14476,L4
187,20078,18081997,2020-01-06 13:48:49.701601756,58240,L11
188,20076,18081997,2020-01-02 15:22:01.570859419,54165,L12
189,13622,18081997,2020-01-01 01:34:01.043987316,22505,L1
190,16770,18081997,2020-01-10 08:57:17.547768111,56460,L12
191,18481,18081997,2020-01-10 17:09:16.435482559,11569,L16
192,13857,18081997,2020-01-03 03:25:49.882104236,9873,L8
193,15156,18081997,2020-01-06 02:44:16.020814700,55045,L12
194,11795,18081997,2020-01-07 06:12:47.477030652,84336,L3
195,13751,18081997,2020-01-03 14:09:47.169688592,79221,L16
196,12709,18081997,2020-01-02 17:41:07.224977640,87946,L10
197,14316,18082237,2020-01-04 18:46:34.178388486,36524,L7
198,11224,18082237,2020-01-04 13:23:18.260021139,5053,L7
199,12136,18082237,2020-01-06 17:14:53.633628750,63665,L7
200,12580,18082237,2020-01-03 23:13:17.040409789,35877,L8
201,16348,18082237,2020-01-10 20:25:02.170908204,70589,L14
202,20691,18082237,2020-01-09 02:16:52.179852020,89260,L13
203,17314,18082237,2020-01-03 18:46:41.203349865,85984,L13
204,22103,18082237,2020-01-02 02:07:23.157980323,86130,L1
205,19582,18082237,2020-01-05 22:44:42.949833319,22527,L4
206,10601,18082237,2020-01-07 19:53:11.381413123,71961,L16
207,21376,18082237,2020-01-07 10:25:13.293763720,43820,L7
208,12348,18082237,2020-01-09 04:39:49.657695747,56866,L2
209,15565,18082237,2020-01-10 05:41:31.812342466,60436,L3
210,18784,18082237,2020-01-01 13:40:23.904382470,2689,L6
211,20961,18082651,2020-01-04 10:30:43.466948532,16572,L1
212,11770,18082651,2020-01-01 20:05:29.002357915,64395,L9
213,11691,18082651,2020-01-01 05:37:25.938694202,34713,L4
214,20058,18082651,2020-01-08 15:14:53.048215302,63706,L16
215,17073,18082651,2020-01-06 15:44:44.413366940,26868,L2
216,20079,18082651,2020-01-11 13:55:58.224245873,66096,L1
217,11748,18082651,2020-01-09 05:49:22.484754858,84692,L10
218,18902,18082651,2020-01-08 05:30:10.391088706,3405,L5
219,20695,18082651,2020-01-08 04:30:55.760630945,89625,L6
220,21242,18082651,2020-01-01 02:59:01.165948451,24624,L3
221,16993,18089664,2020-01-08 20:21:24.397105455,25747,L12
222,20182,18089664,2020-01-09 15:16:03.297829091,17469,L4
223,17360,18089664,2020-01-04 02:31:37.324985771,75633,L17
224,19437,18089664,2020-01-06 09:26:05.688267338,50826,L11
225,20453,18089664,2020-01-04 12:07:19.060086185,65811,L14
226,10625,18089664,2020-01-03 03:45:09.000731766,49752,L3
227,21964,18089664,2020-01-01 01:43:01.966013497,87763,L15
228,16375,18089664,2020-01-10 09:46:13.981624522,45941,L17
229,16818,18089664,2020-01-04 16:39:03.995446784,76117,L1
230,16970,18089664,2020-01-09 16:08:51.555411009,21037,L8
231,11426,18089664,2020-01-05 19:36:40.861858687,72145,L14
232,13956,18093476,2020-01-01 13:54:33.924709325,31566,L17
233,14595,18093476,2020-01-03 12:34:28.851126107,39669,L4
234,17154,18093476,2020-01-05 03:28:10.381331815,33002,L1
235,16315,18093476,2020-01-04 01:11:46.301325311,15432,L2
236,11365,18093476,2020-01-05 04:59:36.876168794,6097,L14
237,15175,18093476,2020-01-01 01:54:37.437190015,79222,L7
238,18895,18093476,2020-01-04 21:46:52.618912106,31522,L2
239,16544,18093476,2020-01-11 18:57:20.474835352,88558,L1
240,21263,18093476,2020-01-04 10:01:06.151719652,3790,L2
241,17954,18093476,2020-01-02 05:47:37.110334173,43255,L1
242,16453,18093476,2020-01-11 11:38:09.844702821,26243,L10
243,14757,18093476,2020-01-04 03:57:54.721522074,58407,L3
244,12687,18093476,2020-01-03 09:04:33.095373607,54453,L14
245,10653,18093476,2020-01-08 13:03:31.041548093,63369,L17
246,15259,18093476,2020-01-08 07:44:06.946906252,40384,L17
247,20974,18093476,2020-01-08 22:08:18.186844458,63821,L17
248,18582,18093476,2020-01-08 12:45:29.197495731,36194,L8
249,10694,18093476,2020-01-01 05:21:58.643792178,17332,L16
250,14759,18094101,2020-01-01 21:24:02.751443206,33851,L16
251,21063,18094101,2020-01-09 03:26:25.006911131,2627,L17
252,11236,18094101,2020-01-05 16:09:19.655256524,82820,L7
253,17030,18094101,2020-01-08 15:50:56.736320026,27839,L11
254,14119,18094101,2020-01-06 18:45:02.853890560,17827,L17
255,16610,18094101,2020-01-09 01:08:36.627368078,40622,L11
256,14359,18094101,2020-01-05 20:44:56.414342629,72271,L2
257,16713,18094101,2020-01-08 04:10:19.367428246,1602,L15
258,20113,18094101,2020-01-10 00:28:34.090576469,28722,L2
259,21978,18094101,2020-01-04 08:05:11.439954467,85458,L12
260,21562,18094101,2020-01-06 16:18:13.552321326,26832,L6
261,21088,18094101,2020-01-09 22:37:48.477111960,70347,L3
262,10030,18094101,2020-01-06 14:00:25.172778274,16480,L17
263,15466,18094101,2020-01-04 13:24:35.534596308,22581,L3
264,10384,18094101,2020-01-08 16:50:11.366777786,80751,L14
265,16170,18099335,2020-01-09 17:46:44.423123831,31341,L4
266,15740,18099335,2020-01-03 09:56:04.078380356,48568,L7
267,10919,18099335,2020-01-11 08:23:41.383852345,55757,L8
268,14044,18099335,2020-01-01 06:12:12.352223758,51640,L1
269,19113,18099335,2020-01-11 04:24:08.312870965,40042,L7
270,17245,18099335,2020-01-06 08:42:18.352711602,48387,L8
271,12314,18099335,2020-01-07 19:50:36.832262785,84324,L3
272,15570,18099335,2020-01-06 10:13:44.847548581,62708,L11
273,19998,18099335,2020-01-06 00:04:33.973493780,55035,L11
274,13548,18099335,2020-01-11 10:24:45.193918204,54239,L6
275,18043,18099335,2020-01-03 21:48:16.918448654,28749,L17
276,20472,18099335,2020-01-04 17:00:57.663224652,56641,L8
277,16985,18099335,2020-01-02 08:55:39.198308805,16458,L6
278,10340,18099335,2020-01-11 22:36:17.152614033,83925,L7
279,15499,18099335,2020-01-11 13:35:21.831043174,57598,L11
280,10997,18109627,2020-01-06 23:30:57.809578014,59798,L5
281,16288,18109627,2020-01-08 06:50:01.414749166,43813,L1
282,22247,18109627,2020-01-07 19:27:25.889909748,83698,L12
283,14952,18109627,2020-01-05 09:14:37.242052199,87647,L11
284,11579,18109627,2020-01-06 05:48:26.285063826,48427,L13
285,19458,18109627,2020-01-04 10:32:00.741523701,72513,L4
286,15093,18109627,2020-01-06 15:44:44.413366940,12454,L4
287,17546,18109627,2020-01-08 20:34:17.142857142,6810,L12
288,21868,18109627,2020-01-03 08:54:14.898772257,42740,L11
289,18776,18109627,2020-01-10 04:50:00.829335718,28009,L16
290,18437,18109627,2020-01-06 22:08:32.236767216,18228,L11
291,15238,18109627,2020-01-05 19:23:48.116107000,22890,L6
292,13311,18109627,2020-01-11 17:41:21.274900398,8186,L5
293,22266,18109627,2020-01-06 12:34:07.776241970,7376,L9
294,14971,18109627,2020-01-03 23:06:50.667533945,67874,L2
295,13727,18109627,2020-01-05 12:07:12.035124806,40347,L15
296,13074,18109627,2020-01-08 03:49:42.974225546,59304,L7
297,10748,18109627,2020-01-06 01:05:05.878526709,34367,L5
298,10429,18109627,2020-01-07 11:57:57.063175868,17225,L5
299,15410,18109627,2020-01-03 09:39:19.508903162,42320,L4
300,17675,18109627,2020-01-06 08:08:49.213757216,88897,L10
301,20585,18109627,2020-01-07 19:57:03.205138629,40488,L13
302,22209,18109627,2020-01-05 15:51:17.811204162,43727,L3
303,17039,18115520,2020-01-07 21:33:38.798276282,30114,L17
304,10783,18115520,2020-01-04 06:47:54.965444345,75615,L1
305,14258,18115520,2020-01-11 22:02:48.013659647,63730,L2
306,19003,18115520,2020-01-05 01:36:07.493292137,43069,L2
307,18012,18115520,2020-01-11 23:39:23.606797300,32146,L12
308,18965,18115520,2020-01-08 12:59:39.217822587,28248,L8
309,18612,18115520,2020-01-09 05:17:10.620375640,7429,L3
310,10333,18115520,2020-01-05 11:00:13.757216033,24443,L11
311,13039,18115520,2020-01-02 00:05:02.073339295,35333,L8
312,19677,18115520,2020-01-06 14:45:29.782909179,9430,L17
313,22218,18115520,2020-01-10 04:40:59.907309537,47490,L11
314,18150,18115520,2020-01-10 13:35:28.856004553,3435,L16
315,17798,18115520,2020-01-02 05:17:59.795105293,18440,L13
316,21030,18115520,2020-01-05 06:43:56.116757459,26174,L16
317,18165,18115520,2020-01-02 11:10:53.028701520,75059,L1
318,19832,18115520,2020-01-03 06:39:01.068379543,52531,L5
319,22148,18120275,2020-01-07 22:00:41.564354825,76655,L11
320,11429,18120275,2020-01-06 15:26:42.569314578,69696,L17
321,17071,18120275,2020-01-04 12:09:53.609236523,30429,L7
322,11804,18120275,2020-01-05 15:15:14.123099439,54183,L8
323,12617,18120275,2020-01-04 05:06:10.274006016,73610,L3
324,15019,18120275,2020-01-06 01:57:54.136108626,4581,L13
325,13487,18120275,2020-01-08 08:57:31.597690869,3523,L17
326,11900,18120275,2020-01-10 21:37:09.547117651,44728,L5
327,13764,18120275,2020-01-10 07:19:24.680055289,63260,L7
328,14479,18120275,2020-01-02 15:38:46.140336612,22878,L10
329,16412,18120275,2020-01-09 07:55:35.393121392,66250,L1
330,13649,18120275,2020-01-11 03:41:38.251890397,55085,L13
331,10321,18120275,2020-01-07 06:57:52.087161557,20143,L9
332,12929,18120275,2020-01-02 20:41:25.665501260,39558,L15
333,17187,18126534,2020-01-03 08:09:10.288641352,30043,L12
334,15353,18126534,2020-01-10 06:12:26.402146516,59264,L9
335,13531,18126534,2020-01-01 15:51:45.911049678,23522,L11
336,20116,18126534,2020-01-02 00:32:04.839417838,51640,L17
337,14874,18126534,2020-01-08 13:31:51.082201805,86135,L4
338,18395,18126534,2020-01-09 02:18:09.454427189,42938,L3
339,22132,18126534,2020-01-06 06:30:56.346044393,81029,L3
340,10632,18126534,2020-01-01 14:31:54.887389218,79657,L5
341,10066,18126534,2020-01-08 02:33:43.774290592,60143,L4
342,17148,18126534,2020-01-02 01:23:35.822424587,81824,L6
343,13707,18126534,2020-01-01 18:30:10.683795430,33975,L6
344,11361,18131246,2020-01-08 18:47:23.353118139,27993,L11
345,21437,18131246,2020-01-06 08:22:59.234084071,77376,L12
346,14638,18131246,2020-01-09 12:46:39.447109521,45985,L3
347,14045,18131246,2020-01-06 20:39:40.291080575,15116,L11
348,17436,18131246,2020-01-11 06:43:13.966989186,35916,L15
349,11406,18131246,2020-01-10 12:02:45.086592405,82384,L8
350,10869,18131246,2020-01-09 18:00:54.443450687,87223,L7
351,10488,18131246,2020-01-02 19:19:00.092690462,16818,L11
352,22293,18131246,2020-01-07 20:06:04.127164810,76049,L16
353,21235,18131246,2020-01-01 08:49:19.850394341,87998,L7
354,16056,18131246,2020-01-05 10:19:00.970810635,32312,L6
355,19893,18131246,2020-01-09 23:07:25.792340840,45358,L5
356,17129,18131246,2020-01-04 02:50:56.443613301,73327,L4
357,12338,18131246,2020-01-07 02:13:14.406049272,56538,L3
358,18145,18131246,2020-01-05 00:58:46.530612244,51377,L8
359,15640,18131246,2020-01-08 09:10:24.343442556,47161,L4
360,12064,18131246,2020-01-11 12:41:16.298886088,9437,L5
361,15357,18131246,2020-01-05 21:37:44.671924546,37541,L11
362,14487,18131246,2020-01-04 04:06:55.643548255,60372,L5
363,13666,18131246,2020-01-06 03:29:20.630945605,27034,L15
364,19454,18131246,2020-01-01 08:48:02.575819172,45172,L8
365,21388,18138825,2020-01-03 03:42:34.451581429,63128,L12
366,14978,18138825,2020-01-05 18:28:25.309374745,31387,L1
367,20417,18138825,2020-01-11 19:23:05.966338726,44843,L15
368,17105,18138825,2020-01-04 12:45:57.297341247,76211,L4
369,16047,18138825,2020-01-06 14:09:26.094804455,50713,L3
370,15706,18138825,2020-01-09 21:38:33.846654199,69978,L3
371,10978,18138825,2020-01-09 18:22:48.111228555,71515,L1
372,14863,18138825,2020-01-09 16:24:18.850313033,17393,L10
373,18935,18138825,2020-01-10 08:46:59.351166761,70896,L14
374,14889,18138825,2020-01-05 02:17:20.279697536,35535,L11
375,12214,18138825,2020-01-11 18:58:37.749410521,44362,L3
376,22265,18138825,2020-01-02 08:53:04.649158468,36219,L13
377,18704,18138825,2020-01-08 19:59:30.729327587,13140,L15
378,14247,18138825,2020-01-01 08:55:46.223270184,82022,L10
379,13788,18145026,2020-01-07 18:32:03.083177494,86524,L8
380,10411,18145026,2020-01-01 08:17:07.986015123,6475,L8
381,21857,18145026,2020-01-01 11:12:17.328238068,31978,L4
382,17789,18145026,2020-01-07 20:18:56.872916497,41173,L3
383,19842,18145026,2020-01-10 05:53:07.283518985,81077,L5
384,10178,18145026,2020-01-07 22:12:17.035531344,6490,L1
385,11228,18145026,2020-01-05 10:16:26.421660297,61268,L3
386,17068,18145026,2020-01-07 00:34:04.263761281,18194,L5
387,19477,18145026,2020-01-10 15:59:43.608423449,47931,L5
388,13977,18145026,2020-01-08 09:03:57.970566712,72110,L13
389,18858,18145026,2020-01-08 21:20:39.027563216,68630,L4
390,13765,18145026,2020-01-01 07:25:37.003008374,34283,L2
391,18660,18145026,2020-01-06 12:07:05.010163427,69589,L17
392,18655,18145026,2020-01-10 12:06:36.910317912,57089,L7
393,21990,18145026,2020-01-07 13:13:56.263110822,77157,L1
394,17260,18169775,2020-01-09 16:10:08.829986177,73202,L8
395,15427,18169775,2020-01-05 22:25:23.831205789,69634,L7
396,19215,18169775,2020-01-06 20:15:12.074152370,4952,L8
397,11299,18169775,2020-01-02 17:20:30.831774941,73831,L17
398,14741,18169775,2020-01-02 00:55:15.781770875,72240,L17
399,16226,18169775,2020-01-08 06:13:57.726644442,62315,L4
400,12978,18169775,2020-01-08 06:44:52.316448491,61225,L16
401,17403,18169775,2020-01-01 19:19:07.117651841,5677,L17
402,14457,18169775,2020-01-10 10:55:46.808683632,79875,L16
403,21922,18169775,2020-01-07 00:44:22.460362631,19186,L4
404,20594,18169775,2020-01-08 06:03:39.530043093,72193,L12
405,11693,18169775,2020-01-11 07:16:43.105943572,35995,L2
406,21135,18169775,2020-01-08 23:47:28.329132449,11199,L5
407,10188,18170442,2020-01-07 06:34:41.144808521,5597,L7
408,20208,18170442,2020-01-06 09:28:40.237417676,19016,L14
409,11553,18170442,2020-01-02 20:58:10.234978453,87987,L9
410,14388,18170442,2020-01-07 23:07:39.842263598,4498,L7
411,17883,18170442,2020-01-04 01:20:47.223351492,27266,L5
412,21801,18170442,2020-01-07 05:27:42.866899747,3882,L6
413,10135,18170442,2020-01-09 09:36:02.809984551,28320,L4
414,14859,18170442,2020-01-11 02:23:04.502805106,35386,L9
415,20145,18170442,2020-01-04 04:46:51.155378486,12608,L8
416,20144,18170442,2020-01-02 22:21:53.082364419,80283,L10
417,14148,18170442,2020-01-04 05:07:27.548581185,47990,L7
418,19670,18170442,2020-01-11 09:34:31.485486625,34608,L14
419,18569,18170442,2020-01-10 05:45:23.636067973,58097,L7
420,20264,18170442,2020-01-03 08:52:57.624197089,66062,L16
421,18823,18170442,2020-01-07 09:24:41.388730791,72355,L14
422,15402,18170442,2020-01-09 12:51:48.545410196,21158,L12
423,20878,18170442,2020-01-08 12:22:18.255142694,66455,L12
424,14033,18170442,2020-01-02 21:04:36.607854297,39128,L9
425,18025,18170442,2020-01-05 20:47:30.963492966,83875,L14
426,21954,18170442,2020-01-10 09:33:21.235872835,76361,L11
427,13127,18170442,2020-01-01 01:08:15.552483941,65965,L13
428,21340,18172063,2020-01-06 03:56:23.397024148,81644,L6
429,14882,18172063,2020-01-06 09:59:34.827221725,57454,L11
430,17443,18172063,2020-01-11 02:24:21.777380274,1676,L12
431,10775,18172063,2020-01-03 12:07:26.085047564,46044,L10
432,13273,18172063,2020-01-11 05:27:14.767054232,60835,L16
433,17042,18172063,2020-01-02 14:45:57.882754695,62115,L13
434,18340,18172063,2020-01-10 02:03:52.409138954,12618,L16
